4:00 PM,2 °C,0,0,0,7%,1028 hPa,35 km,Calm,Calm,0,0,	 
4:55 PM,1.0 °C,0,0,0,20%,1028 hPa,0,Calm,Calm,0,N/A,	 
5:00 PM,1 °C,0,0,0,9%,1028 hPa,30 km,Calm,Calm,0,0,	 
5:55 PM,0,0,0,0,31%,1028 hPa,0,Calm,Calm,0,N/A,	 
6:00 PM,0,0,0,0,17%,1029 hPa,30 km,Calm,Calm,0,0,	 
6:55 PM,0,0,0,0,40%,1029 hPa,0,Calm,Calm,0,N/A,	 
7:00 PM,0,0,0,0,25%,1030 hPa,30 km,Calm,Calm,0,0,	 
7:55 PM,0,0,0,0,50%,1029 hPa,0,Calm,Calm,0,N/A,	 
8:00 PM,0,0,0,0,36%,1030 hPa,30 km,Calm,Calm,0,0,	 
8:55 PM,0,0,0,0,58%,1029 hPa,0,North,7.4 km/h		/ 2.1 m/s,0,N/A,	 
9:00 PM,0,0,0,0,44%,1030 hPa,20 km,North,7.4 km/h		/  ,0,0,	 
9:55 PM,0,0,0,0,63%,1029 hPa,0,Calm,Calm,0,N/A,	 
10:00 PM,0,0,0,0,48%,1030 hPa,20 km,Calm,Calm,0,0,	 
10:55 PM,0,0,0,0,68%,1030 hPa,0,Calm,Calm,0,N/A,	 
11:00 PM,0,0,0,0,54%,1031 hPa,20 km,Calm,Calm,0,0,	 
11:55 PM,0,0,0,0,63%,1030 hPa,0,Calm,Calm,0,N/A,	 
12:00 AM,0,0,0,0,56%,1031 hPa,20 km,Calm,Calm,0,0,	 
12:55 AM,0,0,0,0,68%,1030 hPa,0,Calm,Calm,0,N/A,	 
1:00 AM,0,0,0,0,58%,1031 hPa,20 km,Calm,Calm,0,0,	 
1:55 AM,0,0,0,0,73%,1030 hPa,0,Calm,Calm,0,N/A,	 
2:00 AM,0,0,0,0,62%,1031 hPa,20 km,Calm,Calm,0,0,	 
2:55 AM,0,0,0,0,73%,1030 hPa,0,NNE,9.3 km/h		/ 2.6 m/s,0,N/A,	 
3:00 AM,0,0,0,0,58%,1031 hPa,20 km,NNE,9.3 km/h		/  ,0,0,	 
3:55 AM,0,0,0,0,73%,1030 hPa,0,NNE,9.3 km/h		/ 2.6 m/s,0,N/A,	 
4:00 AM,0,0,0,0,58%,1031 hPa,20 km,NNE,9.3 km/h		/  ,0,0,	 
4:55 AM,0,0,0,0,73%,1030 hPa,0,Calm,Calm,0,N/A,	 
5:00 AM,0,0,0,0,59%,1031 hPa,20 km,Calm,Calm,0,0,	 
6:00 AM,0,0,0,0,59%,1031 hPa,20 km,Calm,Calm,0,0,	 
6:55 AM,0,0,0,0,73%,1030 hPa,0,NNE,7.4 km/h		/ 2.1 m/s,0,N/A,	 
7:00 AM,0,0,0,0,59%,1031 hPa,30 km,NNE,7.4 km/h		/  ,0,0,	 
7:55 AM,0,0,0,0,73%,1029 hPa,0,NE,7.4 km/h		/ 2.1 m/s,0,N/A,	 
8:00 AM,0,0,0,0,63%,1030 hPa,45 km,NE,7.4 km/h		/  ,0,0,	 
8:55 AM,0,0,0,0,63%,1030 hPa,0,NNE,7.4 km/h		/ 2.1 m/s,0,N/A,	 
9:00 AM,0,0,0,0,50%,1031 hPa,40 km,NNE,7.4 km/h		/  ,0,0,	 
9:55 AM,0,0,0,0,59%,1031 hPa,0,East,7.4 km/h		/ 2.1 m/s,0,N/A,	 
10:00 AM,0,0,0,0,47%,1031 hPa,35 km,East,7.4 km/h		/  ,0,0,	 
10:55 AM,0,0,0,0,47%,1031 hPa,0,East,9.3 km/h		/ 2.6 m/s,0,N/A,	 
11:00 AM,0,0,0,0,34%,1031 hPa,35 km,East,9.3 km/h		/  ,0,0,	 
11:55 AM,0.0 °C,0,0,0,35%,1030 hPa,0,East,9.3 km/h		/ 2.6 m/s,0,N/A,	 
12:00 PM,0,0,0,0,23%,1031 hPa,35 km,East,9.3 km/h		/  ,0,0,	 
12:55 PM,1.0 °C,0,0,0,32%,1029 hPa,0,ESE,5.6 km/h		/ 1.5 m/s,0,N/A,	 
1:00 PM,1 °C,0,0,0,20%,1030 hPa,30 km,ESE,5.6 km/h		/  ,0,0,	 
1:55 PM,2.0 °C,0,0,0,35%,1029 hPa,0,SW,7.4 km/h		/ 2.1 m/s,0,N/A,	 
2:00 PM,2 °C,0,0,0,20%,1030 hPa,30 km,SW,7.4 km/h		/  ,0,0,	 
2:55 PM,2.0 °C,0,0,0,38%,1028 hPa,0,West,9.3 km/h		/ 2.6 m/s,0,N/A,	 
3:00 PM,2 °C,0,0,0,22%,1029 hPa,25 km,West,9.3 km/h		/  ,0,0,	 
3:55 PM,2.0 °C,0,0,0,41%,1028 hPa,0,WSW,7.4 km/h		/ 2.1 m/s,0,N/A,	 
4:00 PM,2 °C,0,0,0,28%,1029 hPa,20 km,WSW,7.4 km/h		/  ,0,0,	 
4:55 PM,1.0 °C,0,0,0,48%,1028 hPa,0,WSW,5.6 km/h		/ 1.5 m/s,0,N/A,	 
5:00 PM,1 °C,0,0,0,35%,1029 hPa,20 km,WSW,5.6 km/h		/  ,0,0,	 
5:55 PM,0,0,0,0,59%,1029 hPa,0,ESE,1.9 km/h		/ 0.5 m/s,0,N/A,	 
6:00 PM,0,0,0,0,45%,1029 hPa,20 km,ESE,1.9 km/h		/  ,0,0,	 
6:55 PM,0,0,0,0,64%,1029 hPa,0,East,5.6 km/h		/ 1.5 m/s,0,N/A,	 
7:00 PM,0,0,0,0,55%,1029 hPa,20 km,East,5.6 km/h		/  ,0,0,	 
7:55 PM,0,0,0,0,74%,1029 hPa,0,NE,5.6 km/h		/ 1.5 m/s,0,N/A,	 
8:00 PM,0,0,0,0,66%,1030 hPa,18 km,NE,5.6 km/h		/  ,0,0,	 
8:55 PM,0,0,0,0,74%,1029 hPa,0,NE,9.3 km/h		/ 2.6 m/s,0,N/A,	 
9:00 PM,0,0,0,0,57%,1030 hPa,15 km,NE,9.3 km/h		/  ,0,0,	 
9:55 PM,0,0,0,0,64%,1029 hPa,0,NE,7.4 km/h		/ 2.1 m/s,0,N/A,	 
10:00 PM,0,0,0,0,51%,1030 hPa,15 km,NE,7.4 km/h		/  ,0,0,	 
10:55 PM,0,0,0,0,64%,1028 hPa,0,NE,9.3 km/h		/ 2.6 m/s,0,N/A,	 
11:00 PM,0,0,0,0,49%,1029 hPa,15 km,NE,9.3 km/h		/  ,0,0,	 
11:55 PM,0,0,0,0,63%,1028 hPa,0,Calm,Calm,0,N/A,	 
12:00 AM,0,0,0,0,50%,1029 hPa,15 km,Calm,Calm,0,0,	 
12:55 AM,0,0,0,0,63%,1027 hPa,0,Calm,Calm,0,N/A,	 
1:00 AM,0,0,0,0,49%,1028 hPa,15 km,Calm,Calm,0,0,	 
1:55 AM,0,0,0,0,63%,1026 hPa,0,NE,9.3 km/h		/ 2.6 m/s,0,N/A,	 
2:00 AM,0,0,0,0,50%,1027 hPa,15 km,NE,9.3 km/h		/  ,0,0,	 
2:55 AM,0,0,0,0,63%,1026 hPa,0,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 
3:00 AM,0,0,0,0,49%,1027 hPa,15 km,ENE,9.3 km/h		/  ,0,0,	 
3:55 AM,0,0,0,0,68%,1026 hPa,0,ENE,11.1 km/h		/ 3.1 m/s,0,N/A,	 
4:00 AM,0,0,0,0,54%,1027 hPa,15 km,ENE,11.1 km/h		/  ,0,0,	 
4:55 AM,0,0,0,0,63%,1025 hPa,0,NNE,7.4 km/h		/ 2.1 m/s,0,N/A,	 
5:00 AM,0,0,0,0,50%,1026 hPa,15 km,NNE,7.4 km/h		/  ,0,0,	 
5:55 AM,0,0,0,0,63%,1024 hPa,0,NE,7.4 km/h		/ 2.1 m/s,0,N/A,	 
6:00 AM,0,0,0,0,48%,1025 hPa,15 km,NE,7.4 km/h		/  ,0,0,	 
6:55 AM,0,0,0,0,63%,1024 hPa,0,NNE,7.4 km/h		/ 2.1 m/s,0,N/A,	 
7:00 AM,0,0,0,0,48%,1025 hPa,15 km,NNE,7.4 km/h		/  ,0,0,	 
7:55 AM,0,0,0,0,63%,1024 hPa,10.0 km,Calm,Calm,0,N/A,	 
8:00 AM,0,0,0,0,50%,1025 hPa,15 km,Calm,Calm,0,0,	 
8:55 AM,0,0,0,0,68%,1024 hPa,10.0 km,NNE,7.4 km/h		/ 2.1 m/s,0,N/A,	 
9:00 AM,0,0,0,0,55%,1025 hPa,15 km,NNE,7.4 km/h		/  ,0,0,	 
9:55 AM,0,0,0,0,55%,1024 hPa,0,NE,7.4 km/h		/ 2.1 m/s,0,N/A,	 
10:00 AM,0,0,0,0,42%,1025 hPa,20 km,NE,7.4 km/h		/  ,0,0,	 
10:55 AM,0,0,0,0,47%,1024 hPa,0,East,9.3 km/h		/ 2.6 m/s,0,N/A,	 
11:00 AM,0,0,0,0,31%,1025 hPa,20 km,East,9.3 km/h		/  ,0,0,	 
11:55 AM,0,0,0,0,40%,1024 hPa,0,ENE,3.7 km/h		/ 1.0 m/s,0,N/A,	 
12:00 PM,0,0,0,0,24%,1025 hPa,20 km,ENE,3.7 km/h		/  ,0,0,	 
12:55 PM,0.0 °C,0,0,0,38%,1024 hPa,0,NE,1.9 km/h		/ 0.5 m/s,0,N/A,	 
1:00 PM,0 °C,0,0,0,23%,1025 hPa,20 km,NE,1.9 km/h		/  ,0,0,	 
1:55 PM,1.0 °C,0,0,0,38%,1024 hPa,0,South,3.7 km/h		/ 1.0 m/s,0,N/A,	 
2:00 PM,1 °C,0,0,0,23%,1025 hPa,20 km,South,3.7 km/h		/  ,0,0,	 
2:55 PM,2.0 °C,0.5 °C,0,0,41%,1024 hPa,0,West,5.6 km/h		/ 1.5 m/s,0,N/A,	 
3:00 PM,2 °C,0,0,0,27%,1024 hPa,20 km,West,5.6 km/h		/  ,0,0,	 
3:55 PM,2.0 °C,0.5 °C,0,0,41%,1024 hPa,0,WSW,5.6 km/h		/ 1.5 m/s,0,N/A,	 
4:00 PM,2 °C,0,0,0,29%,1024 hPa,20 km,WSW,5.6 km/h		/  ,0,0,	 
4:55 PM,2.0 °C,0,0,0,44%,1024 hPa,0,Calm,Calm,0,N/A,	 
5:00 PM,2 °C,0,0,0,31%,1024 hPa,20 km,Calm,Calm,0,0,	 
5:55 PM,0,0,0,0,51%,1024 hPa,0,Calm,Calm,0,N/A,	 
6:00 PM,0,0,0,0,34%,1025 hPa,20 km,Calm,Calm,0,0,	 
6:55 PM,0,0,0,0,64%,1025 hPa,0,North,3.7 km/h		/ 1.0 m/s,0,N/A,	 
7:00 PM,0,0,0,0,51%,1026 hPa,20 km,North,3.7 km/h		/  ,0,0,	 
7:55 PM,0,0,0,0,69%,1025 hPa,0,NNW,7.4 km/h		/ 2.1 m/s,0,N/A,	 
8:00 PM,0,0,0,0,57%,1026 hPa,12 km,NNW,7.4 km/h		/  ,0,0,	 
8:55 PM,0,0,0,0,74%,1025 hPa,0,NNW,7.4 km/h		/ 2.1 m/s,0,N/A,	 
9:00 PM,0,0,0,0,67%,1026 hPa,14 km,NNW,7.4 km/h		/  ,0,0,	 
9:55 PM,0,0,0,0,74%,1025 hPa,0,WNW,7.4 km/h		/ 2.1 m/s,0,N/A,	 
10:00 PM,0,0,0,0,65%,1026 hPa,14 km,WNW,7.4 km/h		/  ,0,0,	 
10:55 PM,0,0,0,0,74%,1025 hPa,0,NW,7.4 km/h		/ 2.1 m/s,0,N/A,	 
11:00 PM,0,0,0,0,69%,1026 hPa,14 km,NW,7.4 km/h		/  ,0,0,	 
11:55 PM,0,0,0,0,80%,1025 hPa,0,NNE,3.7 km/h		/ 1.0 m/s,0,N/A,	 
12:00 AM,0,0,0,0,72%,1025 hPa,14 km,NNE,3.7 km/h		/  ,0,0,	 
12:55 AM,0,0,0,0,80%,1025 hPa,0,SSE,3.7 km/h		/ 1.0 m/s,0,N/A,	 
1:00 AM,0,0,0,0,79%,1026 hPa,12 km,SSE,3.7 km/h		/  ,0,0,	 
1:55 AM,0,0,0,0,86%,1024 hPa,0,SSW,3.7 km/h		/ 1.0 m/s,0,N/A,	 
2:00 AM,0,0,0,0,84%,1025 hPa,11 km,SSW,3.7 km/h		/  ,0,0,	 
2:55 AM,0,0,0,0,93%,1024 hPa,9.0 km,East,5.6 km/h		/ 1.5 m/s,0,N/A,	 
3:00 AM,0,0,0,0,92%,1025 hPa,9 km,East,5.6 km/h		/  ,0,0,	 
3:55 AM,0,0,0,0,100%,1024 hPa,8.0 km,NE,5.6 km/h		/ 1.5 m/s,0,N/A,	 
4:00 AM,0,0,0,0,96%,1025 hPa,8 km,NE,5.6 km/h		/  ,0,0,	 
5:00 AM,0,0,0,0,65%,1025 hPa,9 km,ENE,9.3 km/h		/  ,0,0,	 
5:55 AM,0,0,0,0,80%,1023 hPa,0,NNE,5.6 km/h		/ 1.5 m/s,0,N/A,	 
6:00 AM,0,0,0,0,69%,1024 hPa,10 km,NNE,5.6 km/h		/  ,0,0,	 
6:55 AM,0,0,0,0,86%,1023 hPa,0,ENE,5.6 km/h		/ 1.5 m/s,0,N/A,	 
7:00 AM,0,0,0,0,75%,1024 hPa,10 km,ENE,5.6 km/h		/  ,0,0,	 
7:55 AM,0,0,0,0,86%,1023 hPa,10.0 km,NE,9.3 km/h		/ 2.6 m/s,0,N/A,	 
8:00 AM,0,0,0,0,77%,1024 hPa,10 km,NE,9.3 km/h		/  ,0,0,	 
8:55 AM,0,0,0,0,74%,1023 hPa,10.0 km,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 
9:00 AM,0,0,0,0,70%,1024 hPa,12 km,ENE,9.3 km/h		/  ,0,0,	 
9:55 AM,0,0,0,0,74%,1023 hPa,10.0 km,East,9.3 km/h		/ 2.6 m/s,0,N/A,	 
10:00 AM,0,0,0,0,61%,1024 hPa,12 km,East,9.3 km/h		/  ,0,0,	 
10:55 AM,0,0,0,0,64%,1023 hPa,10.0 km,East,13.0 km/h		/ 3.6 m/s,0,N/A,	 
11:00 AM,0,0,0,0,52%,1024 hPa,12 km,East,13.0 km/h		/  ,0,0,	 
11:55 AM,0.0 °C,0,0,0,60%,1022 hPa,10.0 km,East,3.7 km/h		/ 1.0 m/s,0,N/A,	 
12:00 PM,0 °C,0,0,0,45%,1023 hPa,12 km,East,3.7 km/h		/  ,0,0,	 
12:55 PM,1.0 °C,0,0,0,56%,1022 hPa,10.0 km,East,7.4 km/h		/ 2.1 m/s,0,N/A,	 
1:00 PM,1 °C,0,0,0,38%,1022 hPa,12 km,East,7.4 km/h		/  ,0,0,	 
1:55 PM,3.0 °C,0.0 °C,0,0,45%,1021 hPa,10.0 km,East,11.1 km/h		/ 3.1 m/s,0,N/A,	 
2:00 PM,3 °C,0,0,0,31%,1022 hPa,15 km,East,11.1 km/h		/  ,0,0,	 
2:55 PM,3.0 °C,1.0 °C,0,0,41%,1021 hPa,10.0 km,ENE,7.4 km/h		/ 2.1 m/s,0,N/A,	 
3:00 PM,3 °C,0,0,0,29%,1022 hPa,15 km,ENE,7.4 km/h		/  ,0,0,	 
3:55 PM,2.0 °C,0.5 °C,0,0,44%,1020 hPa,10.0 km,ENE,5.6 km/h		/ 1.5 m/s,0,N/A,	 
4:00 PM,2 °C,0,0,0,31%,1021 hPa,12 km,ENE,5.6 km/h		/  ,0,0,	 
4:55 PM,2.0 °C,0.5 °C,0,0,48%,1020 hPa,10.0 km,East,5.6 km/h		/ 1.5 m/s,0,N/A,	 
5:00 PM,2 °C,0,0,0,35%,1020 hPa,12 km,East,5.6 km/h		/  ,0,0,	 
5:55 PM,0.0 °C,0,0,0,55%,1020 hPa,10.0 km,Calm,Calm,0,N/A,	 
6:00 PM,0,0,0,0,43%,1020 hPa,12 km,Calm,Calm,0,0,	 
6:55 PM,0,0,0,0,69%,1020 hPa,10.0 km,NNW,3.7 km/h		/ 1.0 m/s,0,N/A,	 
7:00 PM,0,0,0,0,55%,1020 hPa,12 km,NNW,3.7 km/h		/  ,0,0,	 
7:55 PM,0,0,0,0,74%,1020 hPa,10.0 km,NE,7.4 km/h		/ 2.1 m/s,0,N/A,	 
8:00 PM,0,0,0,0,63%,1020 hPa,10 km,NE,7.4 km/h		/  ,0,0,	 
8:55 PM,0,0,0,0,74%,1020 hPa,10.0 km,NE,7.4 km/h		/ 2.1 m/s,0,N/A,	 
9:00 PM,0,0,0,0,64%,1020 hPa,10 km,NE,7.4 km/h		/  ,0,0,	 
9:55 PM,0,0,0,0,80%,1020 hPa,10.0 km,NNE,9.3 km/h		/ 2.6 m/s,0,N/A,	 
10:00 PM,0,0,0,0,67%,1021 hPa,10 km,NNE,9.3 km/h		/  ,0,0,	 
10:55 PM,0,0,0,0,80%,1020 hPa,10.0 km,NE,18.5 km/h		/ 5.1 m/s,0,N/A,	 
11:00 PM,0,0,0,0,70%,1021 hPa,10 km,NE,18.5 km/h		/  ,0,0,	 
11:55 PM,0,0,0,0,80%,1020 hPa,10.0 km,NE,16.7 km/h		/ 4.6 m/s,0,N/A,	 
12:00 AM,0,0,0,0,71%,1021 hPa,10 km,NE,16.7 km/h		/  ,0,0,	 
1:00 AM,0,0,0,0,60%,1020 hPa,10 km,ENE,14.8 km/h		/  ,0,0,	 
4:00 AM,0,0,0,0,59%,1019 hPa,10 km,ENE,11.1 km/h		/  ,0,0,	 
4:55 AM,0,0,0,0,75%,1017 hPa,10.0 km,NE,9.3 km/h		/ 2.6 m/s,0,N/A,	 
5:00 AM,0,0,0,0,59%,1018 hPa,10 km,NE,9.3 km/h		/  ,0,0,	 
5:55 AM,0,0,0,0,75%,1017 hPa,10.0 km,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 
6:00 AM,0,0,0,0,64%,1018 hPa,10 km,ENE,9.3 km/h		/  ,0,0,	 
6:55 AM,0,0,0,0,75%,1017 hPa,10.0 km,NE,11.1 km/h		/ 3.1 m/s,0,N/A,	 
7:00 AM,0,0,0,0,61%,1018 hPa,10 km,NE,11.1 km/h		/  ,0,0,	 
7:55 AM,0,0,0,0,69%,1017 hPa,10.0 km,NNE,7.4 km/h		/ 2.1 m/s,0,N/A,	 
8:00 AM,0,0,0,0,58%,1018 hPa,10 km,NNE,7.4 km/h		/  ,0,0,	 
8:55 AM,0,0,0,0,75%,1017 hPa,10.0 km,NE,9.3 km/h		/ 2.6 m/s,0,N/A,	 
9:00 AM,0,0,0,0,67%,1018 hPa,10 km,NE,9.3 km/h		/  ,0,0,	 
9:55 AM,0,0,0,0,75%,1017 hPa,10.0 km,NE,13.0 km/h		/ 3.6 m/s,0,N/A,	 
10:00 AM,0,0,0,0,64%,1017 hPa,10 km,NE,13.0 km/h		/  ,0,0,	 
10:55 AM,0,0,0,0,69%,1017 hPa,10.0 km,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 
11:00 AM,0,0,0,0,58%,1018 hPa,10 km,ENE,9.3 km/h		/  ,0,0,	 
11:55 AM,0.0 °C,0,0,0,69%,1017 hPa,10.0 km,NNE,9.3 km/h		/ 2.6 m/s,0,N/A,	 
12:00 PM,0 °C,0,0,0,60%,1017 hPa,10 km,NNE,9.3 km/h		/  ,0,0,	 
1:00 PM,0 °C,0,0,0,50%,1016 hPa,10 km,ENE,9.3 km/h		/  ,0,0,	 
1:55 PM,1.0 °C,0,0,0,60%,1014 hPa,10.0 km,East,7.4 km/h		/ 2.1 m/s,0,N/A,	 
2:00 PM,1 °C,0,0,0,48%,1015 hPa,10 km,East,7.4 km/h		/  ,0,0,	 
2:55 PM,1.0 °C,0,0,0,60%,1014 hPa,10.0 km,East,5.6 km/h		/ 1.5 m/s,0,N/A,	 
3:00 PM,1 °C,0,0,0,48%,1015 hPa,10 km,East,5.6 km/h		/  ,0,0,	 
3:55 PM,1.0 °C,0,0,0,60%,1014 hPa,10.0 km,East,3.7 km/h		/ 1.0 m/s,0,N/A,	 
4:00 PM,1 °C,0,0,0,47%,1015 hPa,10 km,East,3.7 km/h		/  ,0,0,	 
4:55 PM,0.0 °C,0,0,0,64%,1014 hPa,10.0 km,East,5.6 km/h		/ 1.5 m/s,0,N/A,	 
5:00 PM,0 °C,0,0,0,52%,1015 hPa,10 km,East,5.6 km/h		/  ,0,0,	 
5:55 PM,0.0 °C,0,0,0,60%,1015 hPa,10.0 km,East,13.0 km/h		/ 3.6 m/s,0,N/A,	 
6:00 PM,0 °C,0,0,0,49%,1016 hPa,10 km,East,13.0 km/h		/  ,0,0,	 
6:55 PM,0.0 °C,0,0,0,60%,1015 hPa,10.0 km,East,20.4 km/h		/ 5.7 m/s,0,N/A,	 
7:00 PM,0 °C,0,0,0,48%,1016 hPa,10 km,East,20.4 km/h		/  ,0,0,	 
7:55 PM,0,0,0,0,60%,1015 hPa,10.0 km,East,16.7 km/h		/ 4.6 m/s,0,N/A,	 
8:00 PM,0,0,0,0,48%,1016 hPa,10 km,East,16.7 km/h		/  ,0,0,	 
8:55 PM,0,0,0,0,60%,1016 hPa,10.0 km,East,11.1 km/h		/ 3.1 m/s,0,N/A,	 
9:00 PM,0,0,0,0,46%,1017 hPa,10 km,East,11.1 km/h		/  ,0,0,	 
9:55 PM,0,0,0,0,59%,1017 hPa,10.0 km,ENE,14.8 km/h		/ 4.1 m/s,0,N/A,	 
10:00 PM,0,0,0,0,45%,1018 hPa,10 km,ENE,14.8 km/h		/  ,0,0,	 
10:55 PM,0,0,0,0,59%,1017 hPa,10.0 km,East,9.3 km/h		/ 2.6 m/s,0,N/A,	 
11:00 PM,0,0,0,0,45%,1018 hPa,10 km,East,9.3 km/h		/  ,0,0,	 
11:55 PM,0,0,0,0,59%,1018 hPa,10.0 km,East,11.1 km/h		/ 3.1 m/s,0,N/A,	 
12:00 AM,0,0,0,0,46%,1018 hPa,10 km,East,11.1 km/h		/  ,0,0,	 
