11:55 AM,5.0 °C,0,0,42%,1027 hPa,0,Calm,Calm,0,N/A,	 ,Clear
12:00 PM,5 °C,0,0,31%,1028 hPa,10 km,Calm,Calm,0,0,	 ,
12:55 PM,6.0 °C,4.5 °C,0,53%,1026 hPa,0,WSW,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
1:00 PM,6 °C,0,0,38%,1027 hPa,10 km,WSW,7.4 km/h		/  ,0,0,	 ,
1:55 PM,7.0 °C,5.7 °C,0,53%,1026 hPa,0,WSW,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
2:00 PM,7 °C,0,0,40%,1027 hPa,10 km,WSW,7.4 km/h		/  ,0,0,	 ,
2:55 PM,6.0 °C,0,0,61%,1026 hPa,7.0 km,SW,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Unknown
3:00 PM,6 °C,0,0,44%,1027 hPa,7 km,SW,3.7 km/h		/  ,0,0,	 ,Mist
3:55 PM,6.0 °C,0,0,61%,1026 hPa,6.0 km,WSW,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Unknown
4:00 PM,6 °C,0,0,49%,1026 hPa,6 km,WSW,3.7 km/h		/  ,0,0,	 ,Mist
4:55 PM,5.0 °C,0,0.0 °C,70%,1025 hPa,4.5 km,Calm,Calm,0,N/A,	 ,Mist
5:00 PM,5 °C,0,0 °C,62%,1026 hPa,4.5 km,Calm,Calm,0,0,	 ,Mist
5:55 PM,5.0 °C,0,0.0 °C,70%,1026 hPa,5.0 km,Calm,Calm,0,N/A,	 ,Mist
6:00 PM,5 °C,0,0 °C,63%,1026 hPa,5 km,Calm,Calm,0,0,	 ,Mist
6:55 PM,2.0 °C,0,1.0 °C,93%,1026 hPa,8.0 km,Calm,Calm,0,N/A,	 ,Unknown
7:00 PM,2 °C,0,0 °C,84%,1026 hPa,8 km,Calm,Calm,0,0,	 ,Mist
7:55 PM,1.0 °C,0,0.0 °C,93%,1026 hPa,6.0 km,Calm,Calm,0,N/A,	 ,Unknown
8:00 PM,1 °C,0,0,91%,1026 hPa,6 km,Calm,Calm,0,0,	 ,Mist
8:55 PM,0.0 °C,0,0,93%,1025 hPa,3.5 km,Calm,Calm,0,N/A,	 ,Mist
9:00 PM,0 °C,0,0,90%,1026 hPa,3.5 km,Calm,Calm,0,0,	 ,Mist
9:55 PM,0,0,0,93%,1025 hPa,3.5 km,Calm,Calm,0,N/A,	 ,Mist
10:00 PM,0,0,0,91%,1026 hPa,3.5 km,Calm,Calm,0,0,	 ,Mist
10:55 PM,0,0,0,93%,1025 hPa,3.5 km,Calm,Calm,0,N/A,	 ,Mist
11:00 PM,0,0,0,86%,1026 hPa,3.5 km,Calm,Calm,0,0,	 ,Mist
11:55 PM,0,0,0,93%,1025 hPa,3.5 km,Calm,Calm,0,N/A,	 ,Mist
12:00 AM,0,0,0,91%,1026 hPa,3.5 km,Calm,Calm,0,0,	 ,Mist
12:55 AM,0,0,0,93%,1025 hPa,3.5 km,Calm,Calm,0,N/A,	 ,Mist
1:00 AM,0,0,0,91%,1026 hPa,3.5 km,Calm,Calm,0,0,	 ,Mist
1:55 AM,0,0,0,93%,1024 hPa,5.0 km,Calm,Calm,0,N/A,	 ,Mist
2:00 AM,0,0,0,89%,1025 hPa,5 km,Calm,Calm,0,0,	 ,Mist
2:55 AM,0,0,0,93%,1023 hPa,7.0 km,Calm,Calm,0,N/A,	 ,Unknown
3:00 AM,0,0,0,88%,1024 hPa,7 km,Calm,Calm,0,0,	 ,Mist
4:00 AM,0,0,0,88%,1023 hPa,8 km,Calm,Calm,0,0,	 ,Mist
4:55 AM,0,0,0,86%,1022 hPa,8.0 km,Calm,Calm,0,N/A,	 ,Unknown
5:00 AM,0,0,0,85%,1023 hPa,8 km,Calm,Calm,0,0,	 ,Mist
5:55 AM,0,0,0,93%,1022 hPa,8.0 km,ENE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Scattered Clouds
6:00 AM,0,0,0,88%,1023 hPa,8 km,ENE,5.6 km/h		/  ,0,0,	 ,Mist
6:55 AM,0,0,0,93%,1022 hPa,8.0 km,NE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Scattered Clouds
7:00 AM,0,0,0,86%,1023 hPa,8 km,NE,7.4 km/h		/  ,0,0,	 ,Mist
7:55 AM,0,0,0,80%,1022 hPa,6.0 km,South,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Scattered Clouds
8:00 AM,0,0,0,68%,1022 hPa,6 km,South,3.7 km/h		/  ,0,0,	 ,Mist
8:55 AM,0,0,0,80%,1022 hPa,6.0 km,NNE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Mostly Cloudy
9:00 AM,0,0,0,73%,1022 hPa,6 km,NNE,7.4 km/h		/  ,0,0,	 ,Mist
9:55 AM,0.0 °C,0,0,80%,1021 hPa,6.0 km,Calm,Calm,0,N/A,	 ,Mostly Cloudy
10:00 AM,0 °C,0,0,70%,1022 hPa,6 km,Calm,Calm,0,0,	 ,Mist
10:55 AM,1.0 °C,0,0,81%,1021 hPa,6.0 km,North,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Mostly Cloudy
11:00 AM,1 °C,0,0,68%,1022 hPa,6 km,North,3.7 km/h		/  ,0,0,	 ,Mist
11:55 AM,3.0 °C,0,0,65%,1020 hPa,6.0 km,Calm,Calm,0,N/A,	 ,Mostly Cloudy
12:00 PM,3 °C,0,0,58%,1021 hPa,6 km,Calm,Calm,0,0,Rain,Light Rain
12:55 PM,4.0 °C,0,0,56%,1019 hPa,7.0 km,Calm,Calm,0,N/A,	 ,Mostly Cloudy
1:00 PM,4 °C,0,0,46%,1020 hPa,7 km,Calm,Calm,0,0,	 ,Mist
1:55 PM,4.0 °C,0,0,56%,1018 hPa,7.0 km,Calm,Calm,0,N/A,Rain,Light Rain
2:00 PM,4 °C,0,0,47%,1019 hPa,7 km,Calm,Calm,0,0,Rain,Light Rain
2:55 PM,3.0 °C,1.0 °C,0.0 °C,81%,1017 hPa,4.0 km,NNW,7.4 km/h		/ 2.1 m/s,0,N/A,"Rain	,Snow",Light Rain
3:00 PM,3 °C,0,0 °C,79%,1018 hPa,4.0 km,NNW,7.4 km/h		/  ,0,0,Snow,Light Snow
3:55 PM,2.0 °C,0,1.0 °C,93%,1016 hPa,3.0 km,North,7.4 km/h		/ 2.1 m/s,0,N/A,Rain,Light Rain
4:00 PM,2 °C,0,1 °C,88%,1017 hPa,3.0 km,North,7.4 km/h		/  ,0,0,Rain,Light Rain
4:55 PM,3.0 °C,1.6 °C,2.0 °C,93%,1016 hPa,3.0 km,North,5.6 km/h		/ 1.5 m/s,0,N/A,Rain,Light Rain
5:00 PM,3 °C,0,2 °C,90%,1017 hPa,3.0 km,North,5.6 km/h		/  ,0,0,Rain,Light Rain
5:55 PM,3.0 °C,0,2.0 °C,93%,1015 hPa,3.0 km,Calm,Calm,0,N/A,Rain,Light Rain
6:00 PM,3 °C,0,2 °C,89%,1016 hPa,3.0 km,Calm,Calm,0,0,Rain,Light Rain
6:55 PM,3.0 °C,1.0 °C,2.0 °C,93%,1015 hPa,2.5 km,NNE,7.4 km/h		/ 2.1 m/s,0,N/A,Rain,Light Rain
7:00 PM,3 °C,0,2 °C,92%,1016 hPa,2.5 km,NNE,7.4 km/h		/  ,0,0,Rain,Light Rain
7:55 PM,3.0 °C,1.6 °C,2.0 °C,93%,1015 hPa,2.5 km,NE,5.6 km/h		/ 1.5 m/s,0,N/A,Rain,Light Rain
8:00 PM,3 °C,0,2 °C,84%,1015 hPa,2.5 km,NE,5.6 km/h		/  ,0,0,Rain,Light Rain
8:55 PM,4.0 °C,0.9 °C,2.0 °C,87%,1014 hPa,3.5 km,NNE,13.0 km/h		/ 3.6 m/s,0,N/A,Rain,Light Rain
9:00 PM,4 °C,0,2 °C,81%,1014 hPa,3.5 km,NNE,13.0 km/h		/  ,0,0,Rain,Light Rain
9:55 PM,4.0 °C,1.2 °C,2.0 °C,87%,1013 hPa,3.5 km,ENE,11.1 km/h		/ 3.1 m/s,0,N/A,Rain,Light Rain
10:00 PM,4 °C,0,2 °C,86%,1014 hPa,3.5 km,ENE,11.1 km/h		/  ,0,0,Rain,Light Rain
10:55 PM,4.0 °C,0.0 °C,3.0 °C,93%,1012 hPa,6.0 km,NE,18.5 km/h		/ 5.1 m/s,0,N/A,Rain,Light Rain
11:00 PM,4 °C,0,2 °C,87%,1013 hPa,6 km,NE,18.5 km/h		/  ,0,0,Rain,Light Rain
11:55 PM,4.0 °C,0.6 °C,2.0 °C,87%,1011 hPa,6.0 km,NE,14.8 km/h		/ 4.1 m/s,0,N/A,Rain,Light Rain
12:00 AM,4 °C,0,2 °C,82%,1012 hPa,6 km,NE,14.8 km/h		/  ,0,0,Rain,Light Rain
12:55 AM,4.0 °C,0.3 °C,3.0 °C,93%,1010 hPa,8.0 km,ENE,16.7 km/h		/ 4.6 m/s,0,N/A,	 ,Mostly Cloudy
1:00 AM,4 °C,0,3 °C,85%,1011 hPa,8 km,ENE,16.7 km/h		/  ,0,0,Rain,Light Rain
1:55 AM,4.0 °C,0.6 °C,3.0 °C,93%,1009 hPa,6.0 km,ENE,14.8 km/h		/ 4.1 m/s,0,N/A,	 ,Mostly Cloudy
2:00 AM,4 °C,0,3 °C,89%,1010 hPa,6 km,ENE,14.8 km/h		/  ,0,0,	 ,Mist
2:55 AM,4.0 °C,0.9 °C,3.0 °C,93%,1009 hPa,6.0 km,NE,13.0 km/h		/ 3.6 m/s,0,N/A,Rain,Light Rain
3:00 AM,4 °C,0,3 °C,94%,1010 hPa,6 km,NE,13.0 km/h		/  ,0,0,Rain,Light Rain
3:55 AM,4.0 °C,0.6 °C,3.0 °C,93%,1009 hPa,6.0 km,NE,14.8 km/h		/ 4.1 m/s,0,N/A,Rain,Light Rain
4:00 AM,4 °C,0,3 °C,94%,1010 hPa,6 km,NE,14.8 km/h		/  ,0,0,Rain,Light Rain
4:55 AM,4.0 °C,0.0 °C,3.0 °C,93%,1009 hPa,6.0 km,ENE,18.5 km/h		/ 5.1 m/s,0,N/A,Rain,Light Rain
5:00 AM,4 °C,0,3 °C,92%,1010 hPa,6 km,ENE,18.5 km/h		/  ,0,0,Rain,Light Rain
5:55 AM,4.0 °C,0.0 °C,3.0 °C,93%,1009 hPa,6.0 km,NE,18.5 km/h		/ 5.1 m/s,0,N/A,Rain,Light Rain
6:00 AM,4 °C,0,3 °C,94%,1010 hPa,6 km,NE,18.5 km/h		/  ,0,0,Rain,Light Rain
6:55 AM,3.0 °C,0,2.0 °C,93%,1009 hPa,6.0 km,NE,14.8 km/h		/ 4.1 m/s,0,N/A,Rain,Light Rain
7:00 AM,3 °C,0,2 °C,88%,1009 hPa,6 km,NE,14.8 km/h		/  ,0,0,Rain,Light Rain
7:55 AM,4.0 °C,2.1 °C,2.0 °C,87%,1009 hPa,6.0 km,North,7.4 km/h		/ 2.1 m/s,0,N/A,Rain,Light Rain
8:00 AM,4 °C,0,2 °C,88%,1009 hPa,6 km,North,7.4 km/h		/  ,0,0,Rain,Light Rain
8:55 AM,4.0 °C,2.8 °C,2.0 °C,87%,1010 hPa,8.0 km,North,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mostly Cloudy
9:00 AM,4 °C,0,2 °C,80%,1011 hPa,8 km,North,5.6 km/h		/  ,0,0,Rain,Light Rain
9:55 AM,4.0 °C,2.8 °C,1.0 °C,81%,1010 hPa,8.0 km,North,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Scattered Clouds
10:00 AM,4 °C,0,1 °C,69%,1011 hPa,8 km,North,5.6 km/h		/  ,0,0,Rain,Light Rain
10:55 AM,5.0 °C,0,0.0 °C,70%,1010 hPa,8.0 km,NNW,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Mostly Cloudy
11:00 AM,5 °C,0,0 °C,61%,1011 hPa,8 km,NNW,3.7 km/h		/  ,0,0,	 ,Mist
11:55 AM,6.0 °C,0,2.0 °C,76%,1010 hPa,10.0 km,NNW,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Partly Cloudy
12:00 PM,6 °C,0,2 °C,61%,1011 hPa,10 km,NNW,3.7 km/h		/  ,0,0,	 ,Scattered Clouds
12:55 PM,7.0 °C,4.0 °C,0,49%,1010 hPa,0,ENE,16.7 km/h		/ 4.6 m/s,0,N/A,	 ,Clear
1:00 PM,7 °C,0,0,37%,1010 hPa,10 km,ENE,16.7 km/h		/  ,0,0,	 ,Partly Cloudy
1:55 PM,6.0 °C,2.5 °C,0,49%,1009 hPa,0,East,18.5 km/h		/ 5.1 m/s,0,N/A,	 ,Clear
2:00 PM,6 °C,0,0,37%,1010 hPa,10 km,East,18.5 km/h		/  ,0,0,	 ,
2:55 PM,7.0 °C,4.5 °C,0,49%,1010 hPa,8.0 km,East,13.0 km/h		/ 3.6 m/s,0,N/A,	 ,Unknown
3:00 PM,7 °C,0,0,36%,1010 hPa,8 km,East,13.0 km/h		/  ,0,0,	 ,Mist
3:55 PM,6.0 °C,3.7 °C,0,57%,1010 hPa,8.0 km,East,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Scattered Clouds
4:00 PM,6 °C,0,0,42%,1010 hPa,8 km,East,11.1 km/h		/  ,0,0,	 ,Mist
4:55 PM,5.0 °C,2.5 °C,0,61%,1010 hPa,8.0 km,East,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Mostly Cloudy
5:00 PM,5 °C,0,0,49%,1010 hPa,8 km,East,11.1 km/h		/  ,0,0,	 ,Mist
5:55 PM,4.0 °C,1.7 °C,0,70%,1009 hPa,8.0 km,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mostly Cloudy
6:00 PM,4 °C,0,0,55%,1010 hPa,8 km,ENE,9.3 km/h		/  ,0,0,	 ,Mist
6:55 PM,4.0 °C,1.7 °C,0.0 °C,75%,1009 hPa,8.0 km,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mostly Cloudy
7:00 PM,4 °C,0,0 °C,67%,1010 hPa,8 km,ENE,9.3 km/h		/  ,0,0,	 ,Mist
7:55 PM,3.0 °C,0,0,60%,1009 hPa,10.0 km,East,14.8 km/h		/ 4.1 m/s,0,N/A,	 ,Mostly Cloudy
8:00 PM,3 °C,0,0,47%,1010 hPa,10 km,East,14.8 km/h		/  ,0,0,	 ,Scattered Clouds
8:55 PM,3.0 °C,1.6 °C,0,60%,1009 hPa,10.0 km,NE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mostly Cloudy
9:00 PM,3 °C,0,0,52%,1010 hPa,10 km,NE,5.6 km/h		/  ,0,0,	 ,Mist
9:55 PM,2.0 °C,0,0,60%,1009 hPa,10.0 km,East,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Mostly Cloudy
10:00 PM,2 °C,0,0,49%,1010 hPa,10 km,East,7.4 km/h		/  ,0,0,	 ,Mostly Cloudy
10:55 PM,2.0 °C,0,0,65%,1008 hPa,10.0 km,NE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Mostly Cloudy
11:00 PM,2 °C,0,0,53%,1009 hPa,10 km,NE,7.4 km/h		/  ,0,0,	 ,Mostly Cloudy
11:55 PM,2.0 °C,0,0,65%,1008 hPa,10.0 km,East,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mostly Cloudy
12:00 AM,2 °C,0,0,53%,1008 hPa,10 km,East,9.3 km/h		/  ,0,0,	 ,Mostly Cloudy
12:55 AM,1.0 °C,0,0,70%,1007 hPa,10.0 km,ENE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Mostly Cloudy
1:00 AM,1 °C,0,0,56%,1007 hPa,10 km,ENE,7.4 km/h		/  ,0,0,	 ,Mostly Cloudy
1:55 AM,1.0 °C,0,0,70%,1006 hPa,10.0 km,ENE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Mostly Cloudy
2:00 AM,1 °C,0,0,59%,1007 hPa,10 km,ENE,11.1 km/h		/  ,0,0,	 ,Mostly Cloudy
2:55 AM,1.0 °C,0,0,70%,1005 hPa,8.0 km,NE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mostly Cloudy
3:00 AM,1 °C,0,0,56%,1006 hPa,8 km,NE,9.3 km/h		/  ,0,0,	 ,Mist
3:55 AM,1.0 °C,0,0,70%,1003 hPa,8.0 km,NE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Mostly Cloudy
4:00 AM,1 °C,0,0,58%,1004 hPa,8 km,NE,11.1 km/h		/  ,0,0,	 ,Mist
4:55 AM,1.0 °C,0,0,70%,1002 hPa,8.0 km,East,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Mostly Cloudy
5:00 AM,1 °C,0,0,56%,1003 hPa,8 km,East,7.4 km/h		/  ,0,0,	 ,Mist
5:55 AM,1.0 °C,0,0,75%,1002 hPa,8.0 km,ENE,13.0 km/h		/ 3.6 m/s,0,N/A,	 ,Mostly Cloudy
6:00 AM,1 °C,0,0,62%,1002 hPa,8 km,ENE,13.0 km/h		/  ,0,0,	 ,Mist
6:55 AM,1.0 °C,0,0,87%,1001 hPa,3.0 km,East,5.6 km/h		/ 1.5 m/s,0,N/A,Snow,Light Snow
7:00 AM,1 °C,0,0,77%,1002 hPa,3.0 km,East,5.6 km/h		/  ,0,0,Snow,Light Snow
7:55 AM,0.0 °C,0,0,93%,1001 hPa,1.3 km,NE,9.3 km/h		/ 2.6 m/s,0,N/A,Snow,Light Snow
8:00 AM,0 °C,0,0,93%,1002 hPa,1.3 km,NE,9.3 km/h		/  ,0,0,Snow,Light Snow
8:55 AM,0.0 °C,0,0,93%,1000 hPa,1.8 km,ENE,13.0 km/h		/ 3.6 m/s,0,N/A,	 ,Mostly Cloudy
9:00 AM,0 °C,0,0,93%,1001 hPa,1.8 km,ENE,13.0 km/h		/  ,0,0,Snow,Light Snow
9:55 AM,1.0 °C,0,0.0 °C,93%,1000 hPa,2.2 km,ENE,18.5 km/h		/ 5.1 m/s,0,N/A,	 ,Mostly Cloudy
10:00 AM,1 °C,0,0,91%,1001 hPa,2.2 km,ENE,18.5 km/h		/  ,0,0,	 ,Mist
10:55 AM,1.0 °C,0,0.0 °C,93%,1000 hPa,2.4 km,ENE,13.0 km/h		/ 3.6 m/s,0,N/A,	 ,Mostly Cloudy
11:00 AM,1 °C,0,0,87%,1001 hPa,2.4 km,ENE,13.0 km/h		/  ,0,0,	 ,Mist
11:55 AM,2.0 °C,0.5 °C,1.0 °C,93%,1000 hPa,2.6 km,NE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mostly Cloudy
12:00 PM,2 °C,0,1 °C,90%,1000 hPa,2.6 km,NE,5.6 km/h		/  ,0,0,	 ,Mist
12:55 PM,3.0 °C,0,1.0 °C,87%,999 hPa,2.6 km,North,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Mostly Cloudy
1:00 PM,3 °C,0,1 °C,84%,999 hPa,2.6 km,North,3.7 km/h		/  ,0,0,	 ,Mist
1:55 PM,4.0 °C,2.8 °C,2.0 °C,87%,999 hPa,2.6 km,West,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mostly Cloudy
2:00 PM,4 °C,0,2 °C,83%,999 hPa,2.6 km,West,5.6 km/h		/  ,0,0,	 ,Mist
2:55 PM,5.0 °C,0,2.0 °C,81%,997 hPa,2.8 km,West,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Partly Cloudy
3:00 PM,5 °C,0,2 °C,74%,998 hPa,2.8 km,West,3.7 km/h		/  ,0,0,	 ,Mist
3:55 PM,5.0 °C,3.9 °C,2.0 °C,81%,997 hPa,2.8 km,West,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Partly Cloudy
4:00 PM,5 °C,0,2 °C,71%,998 hPa,2.8 km,West,5.6 km/h		/  ,0,0,	 ,Mist
4:55 PM,3.0 °C,1.6 °C,0.0 °C,81%,998 hPa,2.5 km,West,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mist
5:00 PM,3 °C,0,0 °C,74%,998 hPa,2.5 km,West,5.6 km/h		/  ,0,0,	 ,Mist
5:55 PM,2.0 °C,0,0.0 °C,87%,998 hPa,2.0 km,WSW,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mist
6:00 PM,2 °C,0,0 °C,81%,998 hPa,2.0 km,WSW,9.3 km/h		/  ,0,0,	 ,Mist
6:55 PM,1.0 °C,0,0.0 °C,93%,998 hPa,2.0 km,WSW,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mist
7:00 PM,1 °C,0,0,86%,998 hPa,2.0 km,WSW,9.3 km/h		/  ,0,0,	 ,Mist
7:55 PM,1.0 °C,0,0,87%,998 hPa,1.8 km,WNW,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mist
8:00 PM,1 °C,0,0,88%,999 hPa,1.8 km,WNW,5.6 km/h		/  ,0,0,	 ,Mist
8:55 PM,1.0 °C,0,0,87%,998 hPa,1.6 km,NNW,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Scattered Clouds
9:00 PM,1 °C,0,0,88%,999 hPa,1.6 km,NNW,5.6 km/h		/  ,0,0,	 ,Mist
9:55 PM,1.0 °C,0,0.0 °C,93%,998 hPa,1.6 km,WNW,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Mostly Cloudy
10:00 PM,1 °C,0,0 °C,89%,999 hPa,1.6 km,WNW,7.4 km/h		/  ,0,0,	 ,Mist
10:55 PM,1.0 °C,0,0.0 °C,93%,999 hPa,1.6 km,WSW,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Mostly Cloudy
11:00 PM,1 °C,0,0 °C,91%,999 hPa,1.6 km,WSW,11.1 km/h		/  ,0,0,	 ,Mist
11:55 PM,1.0 °C,0,0.0 °C,93%,999 hPa,1.0 km,NW,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mostly Cloudy
12:00 AM,1 °C,0,0 °C,92%,1000 hPa,1.0 km,NW,5.6 km/h		/  ,0,0,	 ,Mist
12:55 AM,1.0 °C,0,0.0 °C,93%,999 hPa,0.6 km,ENE,5.6 km/h		/ 1.5 m/s,0,N/A,Fog,Fog
1:00 AM,1 °C,0,0 °C,92%,1000 hPa,0.6 km,ENE,5.6 km/h		/  ,0,0,Fog,Partial Fog
1:55 AM,1.0 °C,0,0.0 °C,93%,999 hPa,0.5 km,East,5.6 km/h		/ 1.5 m/s,0,N/A,Fog,Fog
2:00 AM,1 °C,0,0 °C,92%,1000 hPa,0.5 km,East,5.6 km/h		/  ,0,0,Fog,Partial Fog
2:55 AM,1.0 °C,0,0.0 °C,93%,999 hPa,0.4 km,NE,11.1 km/h		/ 3.1 m/s,0,N/A,Fog,Fog
3:00 AM,1 °C,0,0 °C,92%,1000 hPa,0.4 km,NE,11.1 km/h		/  ,0,0,Fog,Partial Fog
3:55 AM,1.0 °C,0,0.0 °C,93%,1000 hPa,0.3 km,ENE,5.6 km/h		/ 1.5 m/s,0,N/A,Fog,Fog
4:00 AM,1 °C,0,0 °C,95%,1001 hPa,0.3 km,ENE,5.6 km/h		/  ,0,0,Fog,Partial Fog
8:55 AM,2.0 °C,0,0.0 °C,87%,1001 hPa,1.8 km,Calm,Calm,0,N/A,	 ,Mostly Cloudy
9:00 AM,2 °C,0,0 °C,83%,1002 hPa,1.8 km,Calm,Calm,0,0,	 ,Mist
9:55 AM,3.0 °C,1.0 °C,1.0 °C,87%,1001 hPa,0,North,7.4 km/h		/ 2.1 m/s,0,N/A,Rain,Light Rain
10:00 AM,3 °C,0,1 °C,84%,1002 hPa,3.2 km,North,7.4 km/h		/  ,0,0,Rain,Light Rain
10:55 AM,4.0 °C,0,2.0 °C,87%,1001 hPa,0,Calm,Calm,0,N/A,Rain,Light Rain
11:00 AM,4 °C,0,2 °C,86%,1002 hPa,3.2 km,Calm,Calm,0,0,Rain,Light Rain
11:55 AM,4.0 °C,0,2.0 °C,87%,1001 hPa,4.0 km,Calm,Calm,0,N/A,Rain,Light Rain
12:00 PM,4 °C,0,2 °C,84%,1002 hPa,4.0 km,Calm,Calm,0,0,Rain,Light Rain
12:55 PM,5.0 °C,0,3.0 °C,87%,1001 hPa,8.0 km,Calm,Calm,0,N/A,Rain,Light Rain
1:00 PM,5 °C,0,3 °C,80%,1001 hPa,8 km,Calm,Calm,0,0,Rain,Light Rain
1:55 PM,5.0 °C,0,3.0 °C,87%,1000 hPa,10.0 km,Calm,Calm,0,N/A,	 ,Overcast
2:00 PM,5 °C,0,3 °C,76%,1001 hPa,10 km,Calm,Calm,0,0,Rain,Light Rain
2:55 PM,6.0 °C,0,3.0 °C,81%,1000 hPa,10.0 km,Calm,Calm,0,N/A,	 ,Mostly Cloudy
3:00 PM,6 °C,0,3 °C,77%,1001 hPa,10 km,Calm,Calm,0,0,	 ,Mostly Cloudy
3:55 PM,6.0 °C,0,3.0 °C,81%,1001 hPa,10.0 km,Calm,Calm,0,N/A,	 ,Mostly Cloudy
4:00 PM,6 °C,0,3 °C,80%,1002 hPa,10 km,Calm,Calm,0,0,	 ,Mostly Cloudy
4:55 PM,5.0 °C,0,3.0 °C,87%,1001 hPa,8.0 km,Calm,Calm,0,N/A,	 ,Overcast
5:00 PM,5 °C,0,3 °C,81%,1002 hPa,8 km,Calm,Calm,0,0,	 ,Mist
